IDENT,Inspection,Maintenance,TimeCost
100896,L/H ENGINE #3 & 4 ROCKER COVERS ARE LEAKING.,REMOVED & REPLACED L/H ENGINE #3 & 4 ROCKER COVER GASKE,0.6981973098891392
100897,R/H ENGINE #3 & 4 ROCKER COVERS ARE LEAKING.,REMOVED & REPLACED R/H ENGINE #3 & 4 ROCKER COVER GASKE,6.679361848657582
100898,CYL #2 & 4 INTAKE GASKETS LEAKING.,REMOVED & REPLACED GASKETS.,0.8403655670689192
100899,CYL #3 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.,5.583859766839165
100900,#1 & 2 ROCKER COVERS LEAKING.,REMOVED & REPLACED 1 & 2 ROCKER COVER GASKETS.,0.23456446140812104
100901,CYL #1 INTAKE IS LEAKING.,REPLACED GASKET.,1.5873823607369508
100902,R/H FWD BAFFLE SEAL NEEDS TO BE SECURED.,"REPLACED BAFFLE SEAL, FOUND UNSERVICEABLE.",6.928389206786769
100903,BACK L/H BAFFLE HAS A CRACK.,STOP DRILLED CRACK.,7.350519590457695
100904,#2 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKET.,0.8505875313471323
100905,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,3.335363569576535
100906,#4 INTAKE LEAKING.,REMOVED & REPLACED #4 INTAKE GASKET.,1.046964642452226
100907,#4 ROCKER COVER LEAKING.,REMOVED & REPLACED #4 ROCKER COVER GASKET.,3.047069010222012
100908,TEST FLIGHT NEEDED FOR UNUSUAL VIBRATION.,FOR TEST FLIGHT.,2.7083490207718186
100909,TEST FLIGHT NEEDED FOR UNUSUAL VIBRATION.,"REMOVED, CLEANED & INSTALLED #1 & 3 FUEL INJ NOZZLES.",7.214279027132967
100910,TEST FLIGHT NEEDED FOR UNUSUAL VIBRATION.,"REMOVED SPARK PLUGS, LEADS, SIDE BAFFLES, LOWER COUPLIN",1.9794673494631165
100911,TEST FLIGHT NEEDED FOR UNUSUAL VIBRATION.,"REMOVED, CLEANED, REINSTALLED #2, 4 FUEL INJ NOZZLES. O",3.7211280544174397
100912,CYL #2 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET W/ NEW.,6.075556731985243
100913,NO COMPRESSION ON #4 CYLINDER.,"RAN UP A/C 2ND TIME, COMPRESSIONS ABOUT 20 PSI.",1.0505500852230332
100914,NO COMPRESSION ON #4 CYLINDER.,STAKED VALVES. COMPRESSION ROSE TO 76/80 AFTER STAKING,3.444441288113518
100915,CYL #1 EXT VALVE IS STICKING (40/80).,ATTEMPTED TO STAKE VALVE BUT COMPRESSION REMAINS AT 40/,9.163302723950533
100916,CYL #1 EXT VALVE IS STICKING (40/80).,"RAN A/C, COMPRESSIONS REMAINS LOW. DISASSEMBLED AS REQU",7.436380199822108
100917,CYL #1 EXT VALVE IS STICKING (40/80).,COMPLETED CYLINDER INSTALLATION IAW LYCOMING OVERHAUL M,9.865520710200213
100918,#3 CYL BAFFLE BRACKET RIVETS ARE LOOSE ON BACK SIDE OF BAFFL,"REMOVED BAFFLE, REINSTALLED BRACKET. REINSTALLED BAFFLE",9.321534707466666
100919,CYL #3 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET. CLEANED LEAKS.,6.440540783088979
100920,FRONT RUBBER BAFFLE CHAFING ON STARTER GROUND WIRE.,"REMOVED RUBBER BAFFLE, TRIMMED AS NECESSARY & REINSTALL",9.298840270940953
100921,OVERSPEED OF 3300 IN FLT.,"COMPRESSIONS: #1-79, #2-74, #3-77, #4-73. C/W REQUIREME",5.395587042919936
100922,"#2, 4 ROCKER COVER GASKETS LEAKING.","REMOVED & REPLACED #2, 4 ROCKER COVER GASKETS.",9.007913807744576
100923,L/H ENGINE #4 INTAKE LEAKING.,REPLACED GASKET.,3.7689747397876294
100924,L/H ENGINE #4 ROCKER COVER LEAKING.,REPLACED GASKET.,5.22031547302991
100925,R/H ENGINE #4 INTAKE LEAKING.,REMOVED & REPLACED #4 INTAKE GASKET ON R/H ENGINE.,0.7935874253823183
100926,R/H ENGINE IGNITION LEAD LACING CORE BROKEN TO OIL RIGGED LI,REMOVED DAMAGED LACING CORD.,7.137179840659348
100927,CYL #2 INTAKE IS LEAKING.,REPLACED INTAKE GASKET.,6.162468045619404
100928,CYL #2 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET W/ NEW.,5.663980451968971
100929,RING GEAR TEETH APPEAR TO BE DAMAGED.,DRESSED RING GEAR TEETH.,3.223756162597505
100930,"CYL #4, 1 ROCKER COVER GASKET LEAKING.","REMOVED & REPLACED CYL #1, 4 ROCKER COVER GASKETS.",7.582145836214905
100931,#2 CYL INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,9.127581942556779
100932,ROCKER COVER FOR CYL #2 IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,3.1751298881508463
100933,#3 INTAKE GASKET LEAKING.,REMOVED & REPLACED #3 INTAKE GASKET.,0.46395300816968965
100934,#4 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #4 ROCKER COVER GASKET.,5.229970425213911
100935,"REAR BAFFLE MOUNT SCREW IS LOOSE, BEHIND DIPSTICK TUBE.","REMOVED DIPSTICK TUBE TO GAIN ACCESS. REMOVED SCREW, IN",5.4670021271253635
100936,#2 CYLILNDER ROCKER COVER LEAKING.,REMOVED & REPLACED GASKET.,0.6312310732952131
100937,#2 CYLINDER INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,5.056812398611853
100938,#3 ROCKER COVER LEAKING.,REMOVED & REPLACED #3 ROCKER COVER GASKET.,4.2954631078549665
100939,FRONT R/H BAFFLE SEAL IS NOT ATTACHED.,FOUND SEAL TORN. REMOVED & REPLACED BAFFLE SEAL.,8.82473058424382
100940,ENGINE RAN ROUGH. AFTER RPM'S WERE STAB,"PERFORMED GROUND RUN, OPS CHECKED GOOD. DECOWLED, REMOV",5.159769163454788
100941,ENGINE RAN ROUGH. AFTER RPM'S WERE STAB,REMOVED & REPLACED #4 PISTON & CYL ASSY IAW LYCOMING DI,3.415988825404649
100942,ENGINE RAN ROUGH. AFTER RPM'S WERE STAB,"RAN UP A/C, OPS & LEAK CHECK GOOD. ",9.420682720297043
100943,SCREW MISSING BEHIND #3 BAFFLE.,REPLACED SCREW.,9.385954437512817
100944,"#2, 4 INTAKES LEAKING.",REMOVED & REPLACED INTAKE GASKETS.,4.881346303019878
100945,FWD R/H BAFFLE SEAL IS TORN.,REMOVED & REPLACED BAFFLE SEAL.,2.5708816123076863
100946,#3 CYL INTAKE GASKET IS LEAKING.,REMOVED & REPLACED GASKET.,2.968062603453573
100947,OIL COOLER STAND OFFS NEED ADJUSTMENT.,ADJUSTED OIL COOLER STAND OFFS.,8.037605746138464
100948,"ENG L/H SIDE BAFFLE, MIDDLE MOUNT RIVETS ARE LOOSE.",REPLACED LOOSE RIVETS.,2.1066849892267117
100949,L/H AFT BAFFLE CRACKED PAST STOP DRILL.,"STOP DRILLED CRACK, CRACK WAS PREVIOUSLY PATCHED.",5.63261097604628
100950,"ROCKER COVER GASKETS #2, 3 LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.,7.021402351127573
100951,#2 CYL ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,7.102319975691115
100952,FULL POWER ONLY RESULTS IN 2640 RPM ON L/H ENGINE & 2600 RPM,"RAN UP A/C, COULD NOT DUPLICATE DISCREPANCY. NO DEFECTS",0.45905003439034586
100953,L/H ENG CYL #4 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,4.856901318021025
100954,R/H ENG CYL #3 & 4 BAFFLE SEALS NEED TO BE INSTALLED CORRECT,REINSTALLED R/H ENG CYL #3 & 4 BAFFLE SEALS PROPERLY.,8.245891776451376
100955,L/H ENG CYL #4 AFT & #2 SIDE BAFFLE SEAL NEEDS TO BE REATTAC,REINSTALLED L/H ENGINE CYL #4 AFT & 2 SIDE BAFFLE SEALS,3.0675553868719807
100956,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,9.649673266350119
100957,AFT R/H BAFFLE SCREW LOOSE.,RESECURED LOOSE BAFFLE SCREW. REMOVED & REPLACED SCREW.,5.450227546612329
100958,#4 ROCKER COVER SCREWS LOOSE.,TIGHTENED ALL ROCKER COVER SCREWS.,6.2566047716297835
100959,#2 INTAKE GASKET IS LEAKING.,REMOVED & REPLACED GASKET.,8.938115187750594
100960,#2 CYL ROCKER COVER IS MISSING A SCREW.,INSTALLED NEW SCREW.,5.343019336777525
100961,R/H ENGINE #2 ROCKER COVER LEAKING.,REPLACED GASKET.,1.9763638579766185
100962,L/H ENGINE #4 ROCKER COVER IS LEAKING.,REPLACED GASKET.,3.5686397346490253
100963,"R/H ENGINE, #2 & 3 INTAKES ARE LEAKING.",REPLACED #2 & 3 GASKETS.,7.2041756811237025
100964,L/H ENGINE #3 & 4 INTAKES ARE LEAKING.,REPLACED GASKETS ON #3 & 4 INTAKES.,3.9734679184501154
100965,R/H ENGINE O/B TOP CENTER BAFFLE SEAL IS LOOSE.,TIGHTENED BAFFLE SEAL W/ POP RIVETS.,4.138122856834463
100966,"L/H ENG, #4 CYL SIDE BAFFLE SEAL IS COMING LOOSE.",RESECURED BAFFLE SEAL.,1.6432341981310028
100967,"R/H ENG, #3 CYL ROCKER COVER GASKET IS LEAKING.",REMOVED & REPLACED GASKET.,2.5720370231740466
100968,"R/H ENG, #3 CYL INTAKE GASKET IS LEAKING.",REMOVED & REPLACED INTAKE GASKET.,3.2342576071259033
100969,"R/H ENG #3 CYL SIDE BAFFLE, BOTH BOLTS MISSING.",INSTALLED NEW BOLTS & WASHERS.,7.650683849872375
100970,R/H REAR BAFFLE MOUNTING SCREW LOOSE.,REMOVED & REPLACED SCREW.,4.621819880606644
100971,#1 ROCKER COVER LEAKING.,REMOVED & REPLACED #1 ROCKER COVER GASKET.,4.734452318273728
100972,#4 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,0.7114999764629848
100973,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED GASKET.,0.7868169702643646
100974,L/H O/B LOWER BAFFLE TIE ROD BROKEN.,REMOVED & REPLACED TIE ROD.,4.131843163436457
100975,L/H FWD FRONT BAFFLE MISSING RUBBER PLUG.,REPLACED MISSING PLUG.,8.54499645740409
100976,MIXTURE CONTROL NOT HITTING FULL RICH.,"ADJUSTED MIXTURE, OPS CHECK GOOD.",5.35840866096869
100977,#1 INTAKE TUBE GASKET LEAKING.,REPLACED #1 INTAKE GASKET.,8.699539797443604
100978,"1, 2 & 3 INTAKES LEAKING ON L/H ENG.",REMOVED & REPLACED INTAKE GASKETS.,5.909317678561521
100979,"R/H ENG BAFFLE TIE ROD IS LOOSE, L/H SIDE.",TIGHTENED BAFFLE SUPPORT ROD.,5.123337705116629
100980,"R/H ENG, CYL #2, 3, 4 INTAKES ARE LEAKING.",REMOVED & REPLACED INTAKE GASKETS.,1.3084969911597621
100981,"R/H ENG CYL #2, 3, 4 ROCKER COVERS ARE LEAKING.",REPLACED ROCKER COVER GASKETS.,7.012414119149063
100982,L/H ENG CYL #3 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,2.4401691970465054
100983,"R/H ENGINE, CYL #3 INTAKE GASKET IS LEAKING.",REMOVED & REPLACED INTAKE GASKET W/ NEW.,3.9240389112220164
100984,"L/H ENGINE, CYL #2, 3 & 4 INTAKE GASKETS ARE LEAKING.",REMOVED & REPLACED INTAKE GASKETS.,3.807330873736512
100985,"L/H ENGINE, CYL #2 & 3 ROCKER COVER GASKETS ARE LEAKING.",REMOVED & REPLACED GASKETS W/ NEW.,7.246879251966574
100986,R/H ENGINE CYL #2 & 3 ROCKER COVER GASKETS ARE LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS W/ NEW.,4.638086964126142
100987,CYL #4 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED CYL #4 ROCKER COVER GASKET.,3.6927169715300314
100988,ROCKER COVER GASKET CYL #3 LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,6.1009191708652954
100989,STARTER INOP.,REMOVED & REPLACED STARTER,6.532604704753533
100990,#2 & 4 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED GASKETS W/ NEW.,5.287027659252086
100991,#2 INDUCTION TUBE GASKET LEAKING.,INSTALLED NEW #2 INDUCTION TUBE GASKET.,4.721861746478616
100992,"LOWEST PART OF ENGINE, RUBBING DIAGONAL.","INSP, NO DEFECTS FOUND. ENGINE IS NOT RUBBING ON DIAGON",3.2940517617090515
100993,#4 ROCKER GASKET IS LEAKING.,REPLACED GASKET.,2.7565769246049596
100994,#3 INNER EXHAUST PUSH ROD SEAL IS LEAKING.,REPLACED SEALS & LOCK WASHER.,8.170278921674042
100995,A/C WILL NOT MAKE POWER.,"RAN A/C, FOUND A/C RAN NORMALLY. STATIC 2340 AT 12.1 GP",8.608051276803314
100996,#1 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,9.936306261832668
100997,#4 INTAKE GASKET LEAKING.,REPLACED GASKET.,8.963865010590691
100998,A/C DIED DURING IDLE CK.,"RAN A/C, ATTEMPTED TO ADJUST IDLE MIXTURE TO CORRECT 30",7.055568910645881
100999,#3 INTAKE LEAKING.,REMOVED & REPLACED #3 INTAKE GASKET.,0.6380996059245037
101000,"L/H ENGINE, #2 INTAKE IS LEAKING.",REMOVED & REPLACED INTAKE GASKETS.,7.678331254962096
101001,#2 & 3 ROCKER COVERS ON L/H ENGINE ARE LEAKING.,REMOVED & REPLACED GASKETS.,1.648767516487396
101002,"L/H ENGINE, LEFT AFT BAFFLE BRACKET IS CRACKED.",REMOVED & REPLACED BRACKET.,2.2178392763548196
101003,"R/H ENGINE, #2 & 4 ROCKER COVERS ARE LEAKING.",INSTALLED NEW ROCKER BOX COVER GASKETS.,8.179455976061629
101004,ROCKER GASKETS ARE LEAKING (ALL 4).,REMOVED & REPLACED ALL 4 ROCKER COVER GASKETS.,7.3940441544499365
101005,"L/H ENGINE, CYL #3 INTAKE GASKET LEAKING.",REMOVED & REPLACED L/H ENGINE #3 INTAKE GASKET.,5.761688727873329
101006,#3 INTAKE GASKET ON R/H ENGINE LEAKING.,REMOVED & REPLACED #3 INTAKE GASKET ON R/H ENGINE.,6.6844661162849
101007,ENGINE SHUTDOWN WHEN THROTTLE WAS PULLED TO IDLE,"ADJUSTED IDLE SETTING TO 690 RPM, MIXTURE IDLE CHECK GO",9.118764315491445
101008,#2 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,5.607721926630267
101009,R/H ENGINE BAFFLE PLUG BROKEN.,INSTALLED NEW BAFFLE PLUG.,9.624740481723848
101010,CYL #2 INTAKE IS LEAKING.,REPALCED INTAKE GASKET.,2.312537373570395
101011,R/H REAR BAFFLE MOUNT SCREW IS MISSING.,INSTALLED NEW SCREW.,6.80556995659251
101012,FWD BAFFLE IS CRACKED UNDER HEAT SHROUD AIR INTAKE.,STOP DRILLED CRACK.,5.736803428013002
101013,#4 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER GASKET.,6.403972872557466
101014,CYL #4 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,5.130948579903728
101015,BAFFLE PLUG IS MISSING.,INSTALLED NEW PLUG.,0.43932395070733987
101016,"WHILE ADJUSTING MIXTURE, A/C WOULD START TO QUIT @ 1450.",PERFORMED ENGINE RUN. COULD NOT DUPLICATE. NO DEFECTS N,3.2101813525601175
101017,#1 & 3 SIDE BAFFLE CRACKED.,REPLACED BAFFLE.,2.864271325742418
101018,BAFFLE SCREW MISSING AT FRONT OF #2 CYL.,REPLACED SCREW & BARREL NUT.,9.560996598119205
101019,#2 INTAKE GASKET LEAKS.,REPLACED GASKET.,7.707009097584764
101020,CYL #2 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,3.162020247572287
101021,#2 & 4 INTAKE GASKETS ARE LEAKING.,REMOVED & REPLACED INTAKE GASKETS W/ NEW.,3.1837464240316695
101022,#4 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,5.4092078406456165
101023,L/H ENG #1 ROCKER COVER HAS DAMAGE.,REMOVED COVER,7.211154014892511
101024,"#1 L/H ENG, ROCKER COVER HAS DAMAGE.",OPS & LEAK CK GOOD.,6.589036112700098
101025,L/H ENG #1 ROCKER COVER HAS DAMAGE.,"REMOVED COVER FROM CORE ENGINE, INSP & FOUND TO BE SERV",4.218723506131719
101026,"#1 L/H ENG, ROCKER COVER HAS DAMAGE.",FOUND PART OF VALVE TUBE KEEPER BROKEN OFF & PART MISSI,5.97885527082331
101027,"#1 L/H ENG, ROCKER COVER HAS DAMAGE.","RETRIEVED MISSING PIECE OF TUBE KEEPER, INSPECTED ROCKE",0.6969437464177775
101028,ENGINE BAFFLE PLUGS WORN.,REMOVED & REPLACED BAFFLE PLUGS.,6.602178606982044
101029,#4 INTAKE GASKET IS LEAKING.,REMOVED & REPLACED #4 INTAKE GASKET.,5.960360849101287
101030,L/H BAFFLE SPRING IS BROKEN.,REMOVED & REPLACED BAFFLE SPRING W/ NEW.,5.575120826075242
101031,A/C REQUIRES RUN UP.,"RAN UP A/C, SET MIXTURE, OPS CHECK GOOD ON MAG DROP.",6.338924569178694
101032,R/H ENG #3 INTAKE TUBE GASKET LEAKING.,INSTALLED NEW INTAKE TUBE GASKET.,6.703188403963391
101033,"ROCKER COVER 2, 3 & 4 LEAKING ON L/H ENGINE.","REMOVED & REPLACED ROCKER COVER GASKETS 2, 3 & 4 ON L/H",2.2604945778389296
101034,CYL #1 BAFFLE IS CRACKED.,STOP DRILLED CRACK.,5.657176681909434
101035,BAFFLE SEAL LOOSE OVER CYL #3.,RESECURED BAFFLE SEAL.,2.0081415138853975
101036,FWD BAFFLE IS CRACKED BY MUFFLER SHROUD OPENING.,FABRICATED PATCH OUT OF LIKE MATERIAL & INSTALLED. RIVE,0.4296111576155126
101037,LEFT ENG BACK FIRED WHEN BROUGHT TO 1800 RPM. RIGHT MAG DROP,PULLED TOP & BOTTOM PLUGS NOTING NO SIGNIFICANT OIL OR,8.81660686724766
101038,LEFT ENG BACK FIRED WHEN BROUGHT TO 1800 RPM. RIGHT MAG DROP,SERVICED LEFT ENG W/ 8 QTS MINERAL OIL. PERFORMED GROUN,0.9644988246319819
101039,LEFT ENG BACK FIRED WHEN BROUGHT TO 1800 RPM. RIGHT MAG DROP,INSPECTED ROCKER BOX NOTING NO DISCREPANCIES. CLEANED &,1.3062421507338184
101040,LEFT ENG BACK FIRED WHEN BROUGHT TO 1800 RPM. RIGHT MAG DROP,RAN LEFT ENGINE NOTING NO #4 EGT & SIGNIFICANT VIBRATIO,7.4246092721545445
101041,LEFT ENG BACK FIRED WHEN BROUGHT TO 1800 RPM. RIGHT MAG DROP,"REMOVED #4 CYL ASSY, INSTALLED SERVICEABLE CYL ASSY. DR",3.4202422434533473
101042,MIXTURE CONTROL NOT HITTING FULL RICH.,ADJUSTED MIXTURE CABLE RIGGING. CHECKS GOOD.,3.740248545495927
101043,#2 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKET.,2.5681639314852878
101044,CYL #2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,9.6050944641534
101045,#2 ROCKER COVER GASKET LEAKING.,REPLACED #2 ROCKER COVER GASKET.,4.858938346391644
101046,"R/H ENGINE VIBRATION W/ INCREASING POWER, NO EGT IND ON #3 C","REMOVED R/H #3 CYL, INSTALLED REPAIRED CYL ASSY. DRY TA",8.823418701124533
101047,#2 INTAKE LEAKING.,REMOVED & REPLACED #2 INTAKE GASKET.,0.7404741284622629
101048,R/H REAR ENGINE BAFFLE SCREW MISSING.,INSTALLED NEW BAFFLE SCREW.,9.551917965729803
101049,#2 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,1.5358657433676448
101050,#2 INTAKE I/B BOLT HOLE HAS DAMAGED THREADS.,REPAIRED THREADS W/ TAP.,7.417566003456929
101051,#2 & 4 ROCKER GASKETS ARE LEAKING.,INSTALLED NEW ROCKER BOX COVER GASKETS.,0.04228701770445542
101052,#4 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.,0.8463784922511752
101053,R/H ENG OIL COOLER BAFFLE CRACKED.,LEAK CK GOOD.,1.0128588050662235
101054,L/H ENG #2 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER GASKET.,6.6198311306523125
101055,L/H & R/H OIL DIPSTICK TUBES ARE LOOSE.,SECURED & SAFETIED DIPSTICK TUBES.,4.223784013809562
101056,L/H ENG #4 BAFFLE HAS A CRACKED REINFORCING BRACE.,REMOVED & REPLACED BRACE.,3.059117275461405
101057,R/H ENG #1 FWD BAFFLE IS MISSING A BOLT.,INSTALLED BOLT & SELF LOCKING STAR WASHER.,6.298303703194708
101058,R/H ENG OIL COOLER BAFFLE CRACKED.,REMOVED CABLES & LINES TO REMOVE BAFFLE ASSY. INSTALLED,5.559316022167677
101059,FWD BAFFLE UNDER HEAT SHROUD INTAKE IS CRACKED.,"STOP DRILLED CRACK, FABRICATED PATCH OUT OF LIKE MATERI",2.075906866623576
101060,ENGINE BAFFLE PLUGS TANGS BROKEN.,INSTALLED NEW ENGINE BAFFLE PLUGS.,8.5234647366389
101061,#4 CYL INTAKE GASKET IS LEAKING.,REMOVED & REPLACED GASKET.,0.22320417471532128
101062,OIL SUMP SCREEN DAMAGED.,REMOVED & REPLACED OIL SUMP SCREEN.,8.318676255887581
101063,"FWD BAFFLE, DIRECTLY BELOW ALTERNATOR MOUNT IS CRACKED.",STOP DRILLED CRACK.,6.794067302186978
101064,R/H BAFFLE IS CRACKED.,"STOP DRILLED CRACK, FABRICATED PATCH & INSTALLED.",9.235650894763463
101065,R/H ENG #2 CYL ROCKER COVER GASKET IS LEAKING.,REPLACED GASKET.,7.118545673822424
101066,#3 INTAKE LEAKING ON R/H ENGINE.,REMOVED & REPLACED #3 INTAKE GASKET ON R/H ENGINE.,7.5195348647057125
101067,R/H REAR ENGINE BAFFLE RIVET BROKEN.,INSTALLED NEW RIVETS IAW,7.4024758962942165
101068,#4 CYL AFT BAFFLE HAS 2 RIVETS SHEARED.,REMOVED RIVETS & INSTALLED SCREWS & NUTS. TIGHTENED.,9.643060131810094
101069,OIL FILLER TUBE LOOSE.,TIGHTENED OIL FILLER TUBE & RESAFETIED.,2.7172856637147325
101070,CORNER PATCH ON L/H REAR ENGINE BAFFLE CRACKED.,FABRICATED & INSTALLED NEW PATCH.,4.546355523086012
101071,ALT BELT LOOSE.,TIGHTENED & SAFETIED ALTERNATOR BRACKET BOLTS. TENSION,9.262815147517937
101072,#4 INTAKE IS LEAKING.,REMOVED & REPLACED GASKETS.,0.9999080107842684
101073,SPARK PLUG BAFFLE HOLE PLUGS ARE WORN.,REMOVED & REPLACED PLUGS.,0.750824097024636
101074,BAFFLE SPARK PLUG HOLE COVERS ARE WORN.,REMOVED & REPLACED COVERS.,6.682732048514971
101075,CYL #1 & 3 INTAKES ARE LEAKING.,REMOVED & REPLACED CYL #1 & 3 INTAKE GASKETS.,4.936976288411149
101076,CYL #2 ROCKER COVER GASKET IS LEAKING.,REMOVED & REPLACED CYL #2 ROCKER COVER GASKET.,0.3638734503179186
101077,RIGHT ENG #4 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKET.,3.7160456427579867
101078,"PROP RPM REACHED 2720, NOTICED & REDUCED IT.","C/W , NO DEFECTS NOTED. NO FURTHER ACTION REQUIR",5.801314977476769
101079,"ON DESCENT, EXCEEDED MAX RPM, WENT UP TO 2800.","C/W , NO DEFECTS NOTED. NO FURTHER ACTION REQUIR",2.3544996359521644
101080,L/H SIDE BAFFLE CRACKED IN 2 PLACES.,REMOVED & REPLACED BAFFLE.,5.811261784122889
101081,IDLE OVERRIDE SPEED WAS 1300.,"RAN A/C, ADJUSTED IDLE SPEED. CHECKS GOOD.",8.616168736161887
101082,"L/H ENGINE, #4 INTAKE LEAKING.",REMOVED & REPLACED GASKET.,2.883851023967238
101083,R/H ENGINE #4 CYL COMPRESSION CK LOW.,"STAKED #4 EX VALVE, COMPRESSION",9.057362000655607
101084,R/H ALL ROCKER COVERS LEAKING.,REMOVED & REPLACED ALL ROCKER COVER GASKETS.,8.728301325021405
101085,"L/H ENG, CYL 1 & 3 ROCKER COVERS ARE LEAKING.",REPLACED ROCKER COVER GASKETS.,4.555358646703112
101086,R/H ENG CYL #3 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET. SECURED PRIMER LINE.,4.515607626768946
101087,SNIFFLER VALVES ARE DIRTY.,CLEANED SNIFFLER VALVES.,7.68457588874838
101088,#3 CYL AFT BAFFLE INNER MOST BAFFLE SEAL RIVET IS PULLED THR,REFASTENED BAFFLE.,5.32175941186973
101089,#4 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKET W/ NEW.,2.2104017198627313
101090,"AFTER PERFORMING SIMULATED ENGINE FAILURE, SMOOTHLY APPLIED","RAN UP A/C ENGINE. ENGINE RUNS SMOOTH. MAG DROPS, IDLE",0.26303468364681004
101091,CYL #4 ROCKER COVER GASKET IS LEAKING.,REPLACED GASKET.,2.7323961270101815
101092,CYL #2 INTAKE GASKET IS LEAKING.,REMOVED & REPLACED CYL #2 INTAKE GASKET.,7.736164335300419
101093,CYL #4 COMPRESSION IS 30/80.,"STAKED EXHAUST VALVE, COMP CHECK. CHECKED GOOD.",1.3852368376238244
101094,EXPERIENCED PARTIAL POWER LOSS DURING CLIMB.,FOR BILLING PURPOSES ONLY,9.732899679500731
101095,EXPERIENCED PARTIAL POWER LOSS DURING CLIMB.,GROUND RUN & STATIC FULL RPM CHECKED 2300 - 2330 RPM. F,7.746267187394988
101096,CYL #1 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,2.2573999838373915
101097,#2 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,1.1213850215053556
101098,BAFFLE PLUGS ARE WORN.,REMOVED & REPLACED PLUGS.,4.754671775311689
101099,#4 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,1.0000890141355867
101100,OIL LEAK EVIDENCE ON R/H SIDE OF ENGINE.,"RAN A/C, FOUND #3 CYLINDER EXHAUST VALVE PUSH ROD TUBE",4.464738519983222
101101,OIL LEAK EVIDENCE ON R/H SIDE OF ENGINE.,"WASHED ENGINE, FOUND CYLINDER OIL RETURN LINE CLAMPS LO",1.4439281745728405
101102,FWD R/H BAFFLE SEAL NEEDS TO BE REATTACHED.,REMOVED & REPLACED BAFFLE SEAL.,7.459312710565552
101103,R/H REAR BAFFLE BRACKET RIVETS SHEARED.,"REMOVED BAFFLE, REATTACHED AFT BRACKET. REINSTALLED BAF",2.944734110064183
101104,"INTAKE GASKET, CYL #4, LEAKING.",REMOVED & REPLACED GASKET.,8.85031308856535
101105,"L/H ENGINE, L/H AFT ENGINE BAFFLE CHAFED ON CYLINDER.",REMOVED & REPLACED L/H ENG CYL #4 AFT BAFFLE.,7.056902059445812
101106,ENGINE BAFFLE SNAP PLUG TAB BROKEN OFF.,INSTALLED NEW ENGINE BAFFLE PLUGS.,0.8666612724856626
101107,#1 ROCKER COVER LEAKING.,REMOVED & REPLACED #1 ROCKER COVER GASKET.,7.872057753397223
101108,L/H ENGINE #3 & 4 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED ROCKER GASKETS W/ NEW.,0.614380001810042
101109,R/H ENGNIE CYL #3 INTAKE GASKET LEAKING.,"REMOVED & REPLACED CYL #3 INTAKE GASKET, R/H ENGINE.",9.988438306821694
